,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued_at_polling_station,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,number_absentee_ballots_lost,ballots_number_lost,ballots_number_not_counted,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,mironov_sergey_mikhailovich_number,mironov_sergey_mikhailovich_percent,prokhorov_mikhail_dmitrievich_number,prokhorov_mikhail_dmitrievich_percent,putin_vladimir_vladimirovich_number,putin_vladimir_vladimirovich_percent,link
364,2012-03-04,Брянская область,Трубчевская,28562,25210,0,16279,3499,5432,3499,16279,176,19602,550,550,480,0,300,0,0,0,1169,5.91,4909,24.82,800,4.04,587,2.97,12137,61.37,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793918&vrn=100100031793505&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
365,2012-03-04,Брянская область,Унечская,34483,34830,0,17567,3059,14204,3059,17566,203,20422,286,286,205,0,74,0,0,0,1493,7.24,5216,25.29,653,3.17,643,3.12,12417,60.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793918&vrn=100100031793505&prver=0&pronetvd=null&region=32&sub_region=32&type=0&report_mode=null
366,2012-03-04,Ульяновская область,Базарносызганская,7722,7330,0,4587,793,1950,793,4587,50,5330,474,474,94,0,26,0,0,0,409,7.6,938,17.43,244,4.54,153,2.84,3586,66.65,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
367,2012-03-04,Ульяновская область,Барышская,35341,34505,0,18398,3758,12349,3758,18396,173,21981,1731,1709,505,22,69,0,0,0,1383,6.24,4276,19.3,1003,4.53,635,2.87,14684,66.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
368,2012-03-04,Ульяновская область,Вешкаймская,16287,15170,0,9347,1393,4430,1393,9345,93,10645,945,785,296,160,11,0,0,0,653,6.08,2342,21.81,359,3.34,365,3.4,6926,64.5,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
369,2012-03-04,Ульяновская область,Димитровградская городская,101307,86450,0,57760,3063,25627,3063,57731,692,60102,1745,1525,1607,220,171,0,0,0,4332,7.13,17135,28.19,2115,3.48,4405,7.25,32115,52.83,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
370,2012-03-04,Ульяновская область,Инзенская,28274,26090,0,15876,2833,7381,2832,15875,161,18546,1232,1163,478,69,27,0,0,0,1121,5.99,3494,18.68,617,3.3,661,3.53,12653,67.64,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
371,2012-03-04,Ульяновская область,Карсунская,19348,19546,0,12702,2765,4079,2765,12702,131,15336,1867,1867,437,0,133,0,0,0,858,5.55,2640,17.07,487,3.15,390,2.52,10961,70.87,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
372,2012-03-04,Ульяновская область,Кузоватовская,17814,18800,0,11341,2082,5377,2082,11341,108,13315,886,886,271,0,14,0,0,0,1002,7.46,2548,18.98,396,2.95,451,3.36,8918,66.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
373,2012-03-04,Ульяновская область,Майнская,21416,22060,0,11844,2694,7522,2694,11843,140,14397,1780,1780,315,0,20,0,0,0,1167,8.03,3067,21.1,442,3.04,466,3.21,9255,63.67,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
374,2012-03-04,Ульяновская область,Мелекесская,30649,26250,0,17925,2580,5745,2580,17921,190,20311,1456,1453,563,3,44,0,0,0,1385,6.76,5196,25.35,584,2.85,778,3.79,12368,60.33,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
375,2012-03-04,Ульяновская область,Николаевская,21662,21840,0,12379,3045,6416,3045,12378,124,15299,970,934,234,36,30,0,0,0,837,5.43,3154,20.45,387,2.51,395,2.56,10526,68.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
376,2012-03-04,Ульяновская область,Новомалыклинская,11833,13140,0,7678,1313,4149,1313,7677,93,8897,1275,1265,258,10,8,0,0,0,557,6.2,2080,23.14,314,3.49,307,3.41,5639,62.73,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
377,2012-03-04,Ульяновская область,Новоспасская,17461,17785,0,11115,1480,5190,1480,11113,97,12496,1063,1011,346,52,25,0,0,0,989,7.85,2329,18.49,444,3.53,463,3.68,8271,65.68,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
378,2012-03-04,Ульяновская область,Павловская,11570,10795,0,7314,1523,1958,1523,7314,54,8783,798,727,145,71,2,0,0,0,373,4.22,1499,16.96,230,2.6,160,1.81,6521,73.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
379,2012-03-04,Ульяновская область,Радищевская,10175,8895,0,6629,1319,947,1319,6629,68,7880,1267,1267,199,0,33,0,0,0,653,8.22,1387,17.45,371,4.67,283,3.56,5186,65.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
380,2012-03-04,Ульяновская область,Сенгилеевская,18726,18560,0,12333,2168,4059,2168,12332,154,14346,1921,1915,563,6,29,0,0,0,1003,6.92,2989,20.61,503,3.47,558,3.85,9293,64.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
381,2012-03-04,Ульяновская область,Старокулаткинская,11690,11530,0,7437,1141,2952,1141,7436,82,8495,1170,1087,131,83,30,0,0,0,171,1.99,1845,21.51,202,2.36,159,1.85,6118,71.33,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
382,2012-03-04,Ульяновская область,Старомайнская,13872,12545,0,8414,1194,2937,1194,8414,98,9510,1682,1511,274,171,18,0,0,0,715,7.44,1730,18.01,340,3.54,315,3.28,6410,66.72,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
383,2012-03-04,Ульяновская область,Сурская,14358,14846,0,8702,2322,3822,2322,8702,63,10961,1471,1404,301,67,129,0,0,0,620,5.62,2229,20.22,264,2.39,259,2.35,7589,68.84,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
384,2012-03-04,Ульяновская область,Тереньгульская,13730,12870,0,7189,1448,4233,1448,7187,73,8562,1040,967,269,73,14,0,0,0,688,7.97,1805,20.9,348,4.03,318,3.68,5403,62.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
385,2012-03-04,Ульяновская область,"Ульяновск, Железнодорожная",75246,66770,0,40457,2915,23398,2915,40434,559,42790,1205,852,1187,353,27,0,0,0,3417,7.88,11867,27.38,2079,4.8,3145,7.26,22282,51.4,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
386,2012-03-04,Ульяновская область,"Ульяновск, Заволжская N1",87328,83350,0,49835,1756,31759,1754,49789,544,50999,1307,1153,1026,154,22,0,0,0,3769,7.31,12505,24.26,2682,5.2,3770,7.31,28273,54.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
387,2012-03-04,Ульяновская область,"Ульяновск, Заволжская N2",90271,85600,0,53785,737,31078,737,53750,560,53927,1265,1121,795,144,45,0,0,0,4147,7.61,13940,25.58,2832,5.2,4692,8.61,28316,51.97,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
388,2012-03-04,Ульяновская область,"Ульяновск, Засвияжская N1",83453,76200,0,46992,2041,27167,2041,46965,588,48418,1538,1085,1340,453,12,0,0,0,3677,7.5,13309,27.16,2604,5.31,3191,6.51,25637,52.31,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
389,2012-03-04,Ульяновская область,"Ульяновск, Засвияжская N2",96977,69350,0,55943,1181,12226,1181,55933,624,56490,1573,1177,894,396,26,0,0,0,4314,7.55,15545,27.22,2952,5.17,3645,6.38,30034,52.59,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
390,2012-03-04,Ульяновская область,"Ульяновск, Ленинская",96357,89400,0,55351,2111,31938,2111,55332,672,56771,1860,1427,1605,433,38,0,0,0,3718,6.47,15516,27.01,2758,4.8,5117,8.91,29662,51.64,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
391,2012-03-04,Ульяновская область,Ульяновская,28189,27900,0,17657,1879,8364,1878,17650,249,19279,1670,1670,749,0,40,0,0,0,1318,6.75,4354,22.3,661,3.38,760,3.89,12186,62.4,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
392,2012-03-04,Ульяновская область,Цильнинская,19803,19629,0,13472,1990,4167,1990,13472,145,15317,1703,1698,247,5,12,0,0,0,882,5.7,3445,22.28,474,3.07,398,2.57,10118,65.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
393,2012-03-04,Ульяновская область,Чердаклинская,31981,32200,0,18879,1828,11493,1828,18787,218,20397,1668,1609,489,59,22,0,0,0,1191,5.78,4498,21.82,682,3.31,752,3.65,13274,64.39,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
394,2012-03-04,Ульяновская область,Новоульяновская,15827,15830,0,9122,656,6052,656,9120,123,9653,373,311,141,62,17,0,0,0,1035,10.59,2427,24.83,409,4.18,446,4.56,5336,54.58,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793905&vrn=100100031793505&prver=0&pronetvd=null&region=73&sub_region=73&type=0&report_mode=null
395,2012-03-04,Иркутская область,Ангарская,195566,180900,0,112003,2923,65974,2923,111918,1593,113248,2610,1637,1538,973,63,0,0,0,10302,8.97,31911,27.79,5381,4.69,13132,11.43,52522,45.73,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
396,2012-03-04,Иркутская область,Балаганская,7168,7409,0,3757,439,3213,439,3755,46,4148,415,269,41,146,11,0,0,0,377,8.99,630,15.02,133,3.17,180,4.29,2828,67.43,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
397,2012-03-04,Иркутская область,Бодайбинская,19800,19625,445,8371,555,10254,1000,8368,152,9216,450,60,49,390,47,0,0,0,837,8.93,1675,17.88,395,4.22,759,8.1,5550,59.24,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
398,2012-03-04,Иркутская область,Братская,44726,47104,0,22951,1977,22176,1976,22947,287,24636,1864,1787,264,77,70,0,0,0,2087,8.37,5526,22.17,774,3.11,1270,5.1,14979,60.1,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
399,2012-03-04,Иркутская область,Братская городская,191358,190779,0,100409,4001,86369,4001,100376,1177,103200,3810,2171,2033,1639,79,0,0,0,9117,8.73,23588,22.6,4411,4.23,9233,8.85,56851,54.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
400,2012-03-04,Иркутская область,Жигаловская,7362,7767,0,4330,607,2830,607,4330,35,4902,724,487,84,237,9,0,0,0,391,7.92,757,15.33,167,3.38,290,5.87,3297,66.78,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
401,2012-03-04,Иркутская область,Заларинская,22432,22255,0,11662,2009,8584,2009,11662,127,13544,788,780,222,8,8,0,0,0,1282,9.38,3249,23.77,356,2.6,547,4.0,8110,59.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
402,2012-03-04,Иркутская область,Зиминская,10443,10163,0,5506,954,3703,954,5506,54,6406,439,425,190,14,23,0,0,0,644,9.97,1236,19.13,134,2.07,219,3.39,4173,64.6,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
403,2012-03-04,Иркутская область,Зиминская городская,24978,25408,0,12823,810,11775,810,12823,185,13448,778,550,283,228,21,0,0,0,1494,10.96,3335,24.46,437,3.21,742,5.44,7440,54.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
404,2012-03-04,Иркутская область,Иркутская,57863,54156,0,29171,2435,22550,2435,29167,362,31240,977,684,896,293,6,0,0,0,2561,8.1,5958,18.85,1046,3.31,3005,9.51,18670,59.08,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
405,2012-03-04,Иркутская область,"Иркутск, Ленинская",113057,108400,0,58262,1907,48233,1907,58254,605,59556,2500,1414,1441,1086,20,0,0,2,4968,8.26,14075,23.4,2430,4.04,6180,10.27,31903,53.03,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
406,2012-03-04,Иркутская область,"Иркутск, Октябрьская",113631,96250,0,60953,1897,33399,1897,60891,660,62128,2690,1639,1646,1051,55,0,1,0,3794,6.04,14825,23.61,2936,4.68,10200,16.25,30373,48.37,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
407,2012-03-04,Иркутская область,"Иркутск, Правобережная",85346,78910,0,43765,2293,32852,2293,43759,459,45593,2470,1323,1708,1147,31,0,0,0,3489,7.58,10198,22.14,2016,4.38,6564,14.25,23326,50.65,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
408,2012-03-04,Иркутская область,"Иркутск, Свердловская",158313,144494,0,83146,2964,58384,2964,83096,1034,85026,3040,2258,2419,782,33,0,0,0,5717,6.64,19719,22.91,4206,4.89,12881,14.97,42503,49.39,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
409,2012-03-04,Иркутская область,Казачинско-Ленская,14808,14018,0,8082,427,5509,427,8080,76,8431,580,489,124,91,28,0,0,0,693,8.15,1560,18.34,204,2.4,454,5.34,5520,64.89,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
410,2012-03-04,Иркутская область,Катангская,3381,3415,75,1541,196,1603,271,1541,23,1789,265,92,27,173,23,0,0,0,219,12.09,307,16.94,76,4.19,105,5.79,1082,59.71,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
411,2012-03-04,Иркутская область,Качугская,13949,15144,0,7542,1596,6006,1596,7542,87,9051,1270,1240,204,30,29,0,0,0,744,8.14,1503,16.45,249,2.72,455,4.98,6100,66.75,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793843&vrn=100100031793505&prver=0&pronetvd=null&region=38&sub_region=38&type=0&report_mode=null
