,vote_date,region,commission_name,voters_number,issued_ballots_number,turned_ballots_number,bad_ballots_number,for_votes_number,for_votes_percent,against_votes_number,against_votes_percent,link
785,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Караидельская,19201,18663,18663,103,17360,"93,02%",1200,"6,43%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
786,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Кармаскалинская,38876,37684,37683,71,35921,"95,32%",1691,"4,49%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
787,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Кигинская,13546,13101,13101,69,11570,"88,31%",1462,"11,16%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
788,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Краснокамская,21624,19836,19836,86,18751,"94,53%",999,"5,04%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
789,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Кугарчинская,23809,22718,22718,122,20728,"91,24%",1868,"8,22%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
790,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Кумертауская городская,48104,40374,40374,242,36356,"90,05%",3776,"9,35%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
791,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Кушнаренковская,22615,21589,21589,112,20320,"94,12%",1157,"5,36%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
792,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Мечетлинская,17611,17174,17174,65,15892,"92,54%",1217,"7,09%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
793,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Мишкинская,18532,17741,17740,125,16260,"91,66%",1355,"7,64%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
794,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Миякинская,21776,21235,21235,60,20330,"95,74%",845,"3,98%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
795,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Нефтекамская городская,104234,94684,94684,930,88533,"93,5%",5221,"5,51%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
796,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Нуримановская,15563,14697,14697,57,13228,90%,1412,"9,61%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
797,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Октябрьская,78791,68415,68413,200,63466,"92,77%",4747,"6,94%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
798,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Салаватская городская,106141,92597,92594,435,84606,"91,37%",7553,"8,16%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
799,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Салаватская,20091,19757,19757,321,18334,"92,8%",1102,"5,58%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
800,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Сибайская городская,42085,39306,39304,179,36884,"93,84%",2241,"5,7%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
801,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Стерлибашевская,15733,14890,14890,56,14043,"94,31%",791,"5,31%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
802,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Стерлитамакская городская,206108,181761,181754,945,140199,"77,14%",40610,"22,34%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
803,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Стерлитамакская,33392,31947,31947,71,30917,"96,78%",959,3%,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
804,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Татышлинская,18958,18437,18437,11,17805,"96,57%",621,"3,37%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
805,"
						Дата голосования:  01.07.2020",Республика Башкортостан,"Уфа, Демская",52285,45053,45050,544,36889,"81,88%",7617,"16,91%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
806,"
						Дата голосования:  01.07.2020",Республика Башкортостан,"Уфа, Калининская",154244,136068,136002,1674,114117,"83,91%",20211,"14,86%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
807,"
						Дата голосования:  01.07.2020",Республика Башкортостан,"Уфа, Кировская",124913,110491,110259,847,93725,85%,15687,"14,23%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
808,"
						Дата голосования:  01.07.2020",Республика Башкортостан,"Уфа, Ленинская",61647,53349,52706,178,43270,"82,1%",9258,"17,57%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
809,"
						Дата голосования:  01.07.2020",Республика Башкортостан,"Уфа, Октябрьская",170986,149278,148761,2659,123286,"82,88%",22816,"15,34%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
810,"
						Дата голосования:  01.07.2020",Республика Башкортостан,"Уфа, Орджоникидзевская",118985,101493,101452,724,83507,"82,31%",17221,"16,97%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
811,"
						Дата голосования:  01.07.2020",Республика Башкортостан,"Уфа, Советская",117803,99801,99787,425,81206,"81,38%",18156,"18,19%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
812,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Уфимская,75979,68274,68274,257,61740,"90,43%",6277,"9,19%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
813,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Учалинская,56439,52575,52572,223,48968,"93,14%",3381,"6,43%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
814,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Федоровская,12846,12260,12260,82,11525,94%,653,"5,33%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
815,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Хайбуллинская,23559,22381,22381,149,20993,"93,8%",1239,"5,54%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
816,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Чекмагушевская,23574,20772,20772,139,18704,"90,04%",1929,"9,29%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
817,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Чишминская,40112,37647,37647,260,34738,"92,27%",2649,"7,04%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
818,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Шаранская,16984,15811,15811,323,14302,"90,46%",1186,"7,5%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
819,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Янаульская,36201,34582,34582,195,31252,"90,37%",3135,"9,07%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
820,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Бирская,44190,39098,39097,414,31582,"80,78%",7101,"18,16%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
821,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Куюргазинская,18291,17229,17229,25,15903,"92,3%",1301,"7,55%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
822,"
						Дата голосования:  01.07.2020",Республика Башкортостан,Межгорьевская городская,12036,10254,10253,303,7037,"68,63%",2913,"28,41%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598012&vrn=100100163596966&prver=0&pronetvd=null&region=3&sub_region=3&type=0&report_mode=null
